Ciudad,Temperatura,Humedad,Presión,Viento,Descripción,FechaHora
Inírida,25.01,84,1011,0.45,overcast clouds,28/12/2025 22:12:31
Bogota,8.26,97,1020,1.33,broken clouds,28/12/2025 23:10:27
Medellín,17.82,96,1016,1.79,broken clouds,28/12/2025 23:13:19
Santiago de Cali,19.99,83,1015,2.57,scattered clouds,28/12/2025 23:15:37
Barranquilla,26.88,83,1010,6.17,clear sky,28/12/2025 23:13:19
Cartagena,25.79,83,1010,3.58,clear sky,28/12/2025 23:15:58
Cúcuta,22.97,88,1015,1.03,scattered clouds,28/12/2025 23:15:00
Bucaramanga,20.73,83,1015,1.03,broken clouds,28/12/2025 23:15:59
Pereira,15.65,67,1017,2.24,scattered clouds,28/12/2025 23:11:21
Manizales,8.35,69,1018,2.24,clear sky,28/12/2025 23:16:00
Armenia,15.81,68,1017,2.24,few clouds,28/12/2025 23:16:00
Santa Marta,23.86,69,1010,8.94,clear sky,28/12/2025 23:16:01
Riohacha,27.84,69,1013,3.58,clear sky,28/12/2025 23:11:24
Valledupar,26.83,65,1013,6.17,clear sky,28/12/2025 23:16:01
Montería,24.95,94,1011,0.51,scattered clouds,28/12/2025 23:16:02
Sincelejo,23.9,88,1011,2.65,broken clouds,28/12/2025 23:15:00
Neiva,25.45,59,1012,1.78,few clouds,28/12/2025 23:15:03
Florencia,23.59,88,1012,0.51,scattered clouds,28/12/2025 23:16:03
Popayán,13.33,91,1018,2.52,scattered clouds,28/12/2025 23:16:03
Pasto,11.22,92,1021,2.68,few clouds,28/12/2025 23:16:03
Mocoa,20.21,89,1015,2.72,clear sky,28/12/2025 23:16:04
Tunja,6.42,96,1021,1.39,scattered clouds,28/12/2025 23:16:04
Yopal,22.23,62,1012,1.73,few clouds,28/12/2025 23:16:04
Villavicencio,22.81,83,1015,2.18,clear sky,28/12/2025 23:12:45
Leticia,25.03,94,1012,3.58,overcast clouds,28/12/2025 23:16:05
San Andrés,26.09,78,1013,3.6,light rain,28/12/2025 23:16:05
Quibdó,23.99,100,1012,1.79,overcast clouds,28/12/2025 23:16:06
Mitú,18.7,98,1012,0.38,overcast clouds,28/12/2025 23:16:06
Puerto Carreño,25.99,89,1011,2.57,clear sky,28/12/2025 23:16:06
Inírida,25.01,84,1011,0.45,overcast clouds,28/12/2025 23:16:07
Bogota,6.68,97,1020,0.51,clear sky,29/12/2025 0:15:54
Medellín,17.8,97,1016,1.79,broken clouds,29/12/2025 0:12:30
Santiago de Cali,16.66,83,1014,2.57,scattered clouds,29/12/2025 0:12:27
Barranquilla,25.88,89,1010,4.63,clear sky,29/12/2025 0:15:09
Cartagena,24.79,88,1010,3.58,clear sky,29/12/2025 0:15:00
Cúcuta,23.97,78,1015,1.03,scattered clouds,29/12/2025 0:15:57
Bucaramanga,20.73,77,1015,0.51,broken clouds,29/12/2025 0:15:58
Pereira,15.09,67,1017,2.24,scattered clouds,29/12/2025 0:11:44
Manizales,7.8,69,1018,2.24,clear sky,29/12/2025 0:15:58
Armenia,15.25,68,1017,2.24,few clouds,29/12/2025 0:15:59
Santa Marta,23.3,73,1010,6.71,clear sky,29/12/2025 0:11:36
Riohacha,27.84,69,1012,4.63,clear sky,29/12/2025 0:13:07
Valledupar,26.83,65,1013,4.63,clear sky,29/12/2025 0:16:00
Montería,24.95,94,1011,1.03,clear sky,29/12/2025 0:16:00
Sincelejo,23.44,89,1010,2.3,broken clouds,29/12/2025 0:16:00
Neiva,25.45,59,1012,1.52,few clouds,29/12/2025 0:11:43
Florencia,23.59,88,1013,1.03,broken clouds,29/12/2025 0:16:02
Popayán,12.99,91,1018,2.38,scattered clouds,29/12/2025 0:15:41
Pasto,11.09,91,1020,3.21,few clouds,29/12/2025 0:16:03
Mocoa,19.74,88,1015,2.75,clear sky,29/12/2025 0:16:03
Tunja,5.7,96,1021,1.44,scattered clouds,29/12/2025 0:16:03
Yopal,21.85,62,1012,1.77,few clouds,29/12/2025 0:16:04
Villavicencio,22.21,84,1015,2.56,clear sky,29/12/2025 0:16:04
Leticia,25.03,94,1012,3.58,broken clouds,29/12/2025 0:13:03
San Andrés,27.2,74,1013,4.12,light rain,29/12/2025 0:15:39
Quibdó,23.99,100,1011,1.79,broken clouds,29/12/2025 0:15:26
Mitú,18.54,98,1011,0.56,broken clouds,29/12/2025 0:16:05
Puerto Carreño,25.99,83,1011,3.09,clear sky,29/12/2025 0:15:39
Inírida,25.01,84,1011,0.45,overcast clouds,29/12/2025 0:16:06
Bogota,6.07,97,1020,1.03,fog,29/12/2025 1:08:36
Medellín,17.78,97,1016,1.79,broken clouds,29/12/2025 1:12:27
Santiago de Cali,17.21,88,1014,3.09,scattered clouds,29/12/2025 1:15:56
Barranquilla,26.88,78,1010,3.6,clear sky,29/12/2025 1:15:41
Cartagena,24.79,88,1009,3.58,clear sky,29/12/2025 1:12:29
Cúcuta,22.97,83,1015,0.51,few clouds,29/12/2025 1:15:00
Bucaramanga,20.73,77,1015,1.03,scattered clouds,29/12/2025 1:15:39
Pereira,15.04,67,1016,2.24,scattered clouds,29/12/2025 1:14:36
Manizales,10.13,69,1018,2.24,few clouds,29/12/2025 1:15:41
Armenia,14.69,68,1017,2.24,scattered clouds,29/12/2025 1:15:58
Santa Marta,26.64,68,1010,8.94,clear sky,29/12/2025 1:15:59
Riohacha,26.73,69,1012,4.47,clear sky,29/12/2025 1:15:59
Valledupar,25.83,69,1012,5.14,clear sky,29/12/2025 1:15:59
Montería,24.95,94,1010,0.51,clear sky,29/12/2025 1:13:33
Sincelejo,23.22,90,1010,2.07,broken clouds,29/12/2025 1:15:00
Neiva,25.02,60,1012,1.34,scattered clouds,29/12/2025 1:16:01
Florencia,23.59,88,1013,0.51,scattered clouds,29/12/2025 1:15:39
Popayán,12.73,91,1017,2.38,clear sky,29/12/2025 1:16:02
Pasto,10.09,91,1020,3.31,few clouds,29/12/2025 1:16:02
Mocoa,19.27,89,1014,2.68,clear sky,29/12/2025 1:16:02
Tunja,5.27,95,1020,1.31,scattered clouds,29/12/2025 1:16:02
Yopal,21.75,62,1011,1.74,few clouds,29/12/2025 1:16:03
Villavicencio,21.5,84,1015,2.57,clear sky,29/12/2025 1:16:03
Leticia,24.03,94,1011,3.58,clear sky,29/12/2025 1:16:03
San Andrés,27.2,74,1012,4.12,light rain,29/12/2025 1:15:39
Quibdó,23.99,100,1011,1.79,broken clouds,29/12/2025 1:16:04
Mitú,18.86,98,1011,0.38,broken clouds,29/12/2025 1:16:04
Puerto Carreño,25.99,83,1011,3.09,clear sky,29/12/2025 1:14:44
Inírida,25.01,84,1010,0.45,overcast clouds,29/12/2025 1:16:05
Bogota,5.45,97,1019,1.54,few clouds,29/12/2025 2:06:21
Medellín,16.14,98,1015,1.79,broken clouds,29/12/2025 2:12:39
Santiago de Cali,19.43,88,1013,2.57,scattered clouds,29/12/2025 2:12:19
Barranquilla,25.88,83,1010,4.12,clear sky,29/12/2025 2:15:46
Cartagena,24.79,88,1009,3.58,clear sky,29/12/2025 2:11:47
Cúcuta,22.97,83,1014,0.51,overcast clouds,29/12/2025 2:15:57
Bucaramanga,20.73,77,1014,1.03,overcast clouds,29/12/2025 2:15:57
Pereira,13.84,67,1016,2.24,broken clouds,29/12/2025 2:15:41
Manizales,7.67,69,1017,2.24,few clouds,29/12/2025 2:15:58
Armenia,14.12,68,1016,2.24,few clouds,29/12/2025 2:15:58
Santa Marta,23.3,68,1009,8.94,clear sky,29/12/2025 2:12:31
Riohacha,26.73,69,1011,4.47,scattered clouds,29/12/2025 2:15:59
Valledupar,25.83,69,1012,4.12,clear sky,29/12/2025 2:15:59
Montería,23.95,100,1010,1.03,clear sky,29/12/2025 2:16:00
Sincelejo,23.3,90,1009,1.47,clear sky,29/12/2025 2:16:00
Neiva,24.75,61,1012,1.06,few clouds,29/12/2025 2:13:44
Florencia,23.59,83,1012,2.06,clear sky,29/12/2025 2:16:02
Popayán,12.55,91,1016,2.35,clear sky,29/12/2025 2:12:46
Pasto,9.09,92,1019,3.28,clear sky,29/12/2025 2:11:29
Mocoa,18.55,89,1013,2.52,scattered clouds,29/12/2025 2:16:04
Tunja,4.84,93,1019,1.44,broken clouds,29/12/2025 2:16:04
Yopal,21.57,61,1011,1.83,overcast clouds,29/12/2025 2:16:05
Villavicencio,20.94,83,1014,2.58,clear sky,29/12/2025 2:13:01
Leticia,24.03,94,1011,3.58,overcast clouds,29/12/2025 2:16:05
San Andrés,26.65,83,1012,3.09,broken clouds,29/12/2025 2:13:00
Quibdó,23.99,100,1011,1.79,light rain,29/12/2025 2:16:06
Mitú,19.36,98,1010,0.3,overcast clouds,29/12/2025 2:16:07
Puerto Carreño,25.99,83,1010,2.57,clear sky,29/12/2025 2:16:08
Inírida,25.01,84,1009,0.45,overcast clouds,29/12/2025 2:16:08
Bogota,4.61,98,1019,1.03,fog,29/12/2025 3:06:05
Medellín,16.17,98,1015,1.79,broken clouds,29/12/2025 3:15:02
Santiago de Cali,16.1,88,1013,2.06,scattered clouds,29/12/2025 3:12:40
Barranquilla,25.88,83,1009,4.12,clear sky,29/12/2025 3:12:47
Cartagena,23.79,94,1008,3.58,clear sky,29/12/2025 3:15:56
Cúcuta,22.97,83,1014,0.51,overcast clouds,29/12/2025 3:15:00
Bucaramanga,20.73,83,1014,1.54,scattered clouds,29/12/2025 3:13:09
Pereira,19.42,83,1016,0.51,overcast clouds,29/12/2025 3:15:56
Manizales,7.24,69,1017,2.24,few clouds,29/12/2025 3:15:56
Armenia,17.2,88,1016,0.51,clear sky,29/12/2025 3:15:38
Santa Marta,24.97,73,1009,6.71,few clouds,29/12/2025 3:13:09
Riohacha,26.73,69,1011,4.47,few clouds,29/12/2025 3:15:57
Valledupar,24.83,73,1011,4.63,clear sky,29/12/2025 3:15:57
Montería,23.95,100,1009,1.03,clear sky,29/12/2025 3:15:57
Sincelejo,22.71,92,1009,0.53,few clouds,29/12/2025 3:15:58
Neiva,24.33,61,1012,1.21,clear sky,29/12/2025 3:15:58
Florencia,23.59,83,1011,1.54,overcast clouds,29/12/2025 3:12:05
Popayán,12.37,90,1016,2.29,clear sky,29/12/2025 3:15:58
Pasto,9.09,91,1018,3.39,clear sky,29/12/2025 3:15:59
Mocoa,18.34,89,1013,2.64,scattered clouds,29/12/2025 3:15:59
Tunja,4.52,91,1019,1.66,broken clouds,29/12/2025 3:15:59
Yopal,21.37,60,1011,1.67,broken clouds,29/12/2025 3:15:59
Villavicencio,20.55,84,1014,2.4,clear sky,29/12/2025 3:16:00
Leticia,24.03,94,1010,3.58,light rain,29/12/2025 3:16:00
San Andrés,23.87,83,1011,4.63,light rain,29/12/2025 3:16:00
Quibdó,23.99,100,1010,1.79,broken clouds,29/12/2025 3:16:00
Mitú,20.87,99,1010,0.87,broken clouds,29/12/2025 3:16:00
Puerto Carreño,25.99,83,1009,3.6,clear sky,29/12/2025 3:16:01
Inírida,23.9,96,1009,0.45,overcast clouds,29/12/2025 3:16:01
Bogota,4.6,98,1019,1.03,fog,29/12/2025 4:04:03
Medellín,16.13,98,1015,1.79,broken clouds,29/12/2025 4:15:55
Santiago de Cali,18.32,88,1013,0.51,few clouds,29/12/2025 4:15:56
Barranquilla,25.88,83,1009,4.63,clear sky,29/12/2025 4:15:56
Cartagena,23.79,94,1008,3.58,clear sky,29/12/2025 4:14:36
Cúcuta,22.97,78,1013,3.09,overcast clouds,29/12/2025 4:15:00
Bucaramanga,20.73,77,1014,1.54,broken clouds,29/12/2025 4:15:57
Pereira,19.42,73,1016,2.06,overcast clouds,29/12/2025 4:13:36
Manizales,12.12,76,1017,2.57,broken clouds,29/12/2025 4:15:57
Armenia,16.2,94,1016,0.51,clear sky,29/12/2025 4:15:57
Santa Marta,26.64,75,1009,7.6,clear sky,29/12/2025 4:11:13
Riohacha,26.73,69,1011,4.47,few clouds,29/12/2025 4:15:58
Valledupar,24.83,78,1011,4.12,clear sky,29/12/2025 4:15:58
Montería,23.95,100,1009,0.51,clear sky,29/12/2025 4:15:58
Sincelejo,22.18,92,1009,0.75,few clouds,29/12/2025 4:15:59
Neiva,24.59,63,1012,1.25,clear sky,29/12/2025 4:15:59
Florencia,23.59,83,1011,1.54,clear sky,29/12/2025 4:15:59
Popayán,12.1,89,1016,2.35,few clouds,29/12/2025 4:16:00
Pasto,8.44,89,1018,3.13,clear sky,29/12/2025 4:11:07
Mocoa,17.99,89,1013,2.73,scattered clouds,29/12/2025 4:16:00
Tunja,4.43,89,1019,1.66,broken clouds,29/12/2025 4:16:00
Yopal,21.29,60,1011,1.71,scattered clouds,29/12/2025 4:16:01
Villavicencio,20.59,83,1014,2.38,scattered clouds,29/12/2025 4:16:01
Leticia,24.03,94,1010,3.58,clear sky,29/12/2025 4:16:01
San Andrés,26.09,83,1011,4.12,light rain,29/12/2025 4:16:01
Quibdó,23.99,100,1009,1.79,overcast clouds,29/12/2025 4:16:02
Mitú,20.88,99,1010,0.75,broken clouds,29/12/2025 4:16:02
Puerto Carreño,24.99,88,1009,3.58,clear sky,29/12/2025 4:16:02
Inírida,23.9,96,1010,0.45,overcast clouds,29/12/2025 4:16:03
Bogota,4.53,98,1019,1.14,scattered clouds,29/12/2025 5:06:31
Medellín,16.07,98,1015,1.79,mist,29/12/2025 5:12:01
Santiago de Cali,18.88,88,1013,1.03,few clouds,29/12/2025 5:12:27
Barranquilla,25.88,78,1009,4.63,clear sky,29/12/2025 5:15:56
Cartagena,22.79,100,1009,3.58,clear sky,29/12/2025 5:15:57
Cúcuta,21.7,78,1013,1.41,clear sky,29/12/2025 5:15:00
Bucaramanga,20.73,83,1014,1.03,few clouds,29/12/2025 5:15:58
Pereira,18.42,77,1016,1.54,clear sky,29/12/2025 5:15:45
Manizales,9.57,76,1017,2.24,scattered clouds,29/12/2025 5:15:59
Armenia,15.2,94,1016,0.51,overcast clouds,29/12/2025 5:15:59
Santa Marta,27.16,75,1009,9.39,few clouds,29/12/2025 5:11:36
Riohacha,26.73,69,1011,4.47,scattered clouds,29/12/2025 5:16:00
Valledupar,24.83,78,1011,4.12,clear sky,29/12/2025 5:16:01
Montería,22.95,100,1009,1.03,clear sky,29/12/2025 5:15:04
Sincelejo,22.1,91,1009,1.39,clear sky,29/12/2025 5:15:24
Neiva,24.44,66,1012,1.15,clear sky,29/12/2025 5:12:24
Florencia,22.59,88,1011,0.51,overcast clouds,29/12/2025 5:16:03
Popayán,11.86,90,1016,2.39,few clouds,29/12/2025 5:16:03
Pasto,8.44,89,1018,3.13,few clouds,29/12/2025 5:14:59
Mocoa,17.91,90,1013,2.76,few clouds,29/12/2025 5:16:04
Tunja,4.37,89,1019,1.72,scattered clouds,29/12/2025 5:16:05
Yopal,21.25,60,1011,1.81,scattered clouds,29/12/2025 5:16:05
Villavicencio,20.59,83,1014,2.37,broken clouds,29/12/2025 5:16:06
Leticia,23.03,100,1011,3.58,broken clouds,29/12/2025 5:16:06
San Andrés,26.09,83,1011,4.12,clear sky,29/12/2025 5:16:07
Quibdó,23.99,100,1010,1.79,overcast clouds,29/12/2025 5:16:07
Mitú,21,98,1010,0.66,overcast clouds,29/12/2025 5:16:08
Puerto Carreño,24.99,88,1010,3.58,clear sky,29/12/2025 5:16:08
Inírida,23.9,96,1010,0.45,broken clouds,29/12/2025 5:16:09
Bogota,4.48,98,1020,1.54,fog,29/12/2025 6:10:00
Medellín,15.61,98,1016,1.79,mist,29/12/2025 6:12:30
Santiago de Cali,19,94,1013,1.54,broken clouds,29/12/2025 6:13:34
Barranquilla,25.88,78,1009,3.6,clear sky,29/12/2025 6:15:48
Cartagena,22.79,94,1009,3.58,clear sky,29/12/2025 6:15:57
Cúcuta,22.97,100,1014,2.06,fog,29/12/2025 6:15:57
Bucaramanga,19.73,82,1015,2.06,scattered clouds,29/12/2025 6:15:58
Pereira,18.42,77,1016,1.54,clear sky,29/12/2025 6:14:50
Manizales,7.54,76,1017,2.24,scattered clouds,29/12/2025 6:15:59
Armenia,16.2,88,1016,0.51,fog,29/12/2025 6:15:33
Santa Marta,24.41,75,1010,9.39,few clouds,29/12/2025 6:11:25
Riohacha,25.62,73,1012,2.24,scattered clouds,29/12/2025 6:16:00
Valledupar,25.83,73,1011,4.12,few clouds,29/12/2025 6:16:00
Montería,23.95,100,1009,1.03,clear sky,29/12/2025 6:15:45
Sincelejo,21.97,92,1010,1.74,clear sky,29/12/2025 6:12:34
Neiva,21,67,1012,1.03,clear sky,29/12/2025 6:16:02
Florencia,22.59,88,1012,0.51,clear sky,29/12/2025 6:16:02
Popayán,11.58,89,1017,2.27,few clouds,29/12/2025 6:16:02
Pasto,10.1,90,1019,3.13,clear sky,29/12/2025 6:16:01
Mocoa,18.27,90,1014,2.67,few clouds,29/12/2025 6:16:03
Tunja,4.27,89,1020,1.69,scattered clouds,29/12/2025 6:16:04
Yopal,21.21,59,1012,1.68,scattered clouds,29/12/2025 6:16:04
Villavicencio,20.52,83,1015,2.65,broken clouds,29/12/2025 6:14:53
Leticia,23.02,100,1012,3.58,overcast clouds,29/12/2025 6:16:05
San Andrés,24.98,83,1011,3.58,light rain,29/12/2025 6:16:05
Quibdó,23.99,100,1010,1.79,broken clouds,29/12/2025 6:16:06
Mitú,20.85,98,1011,0.88,overcast clouds,29/12/2025 6:16:06
Puerto Carreño,23.99,94,1010,3.6,few clouds,29/12/2025 6:16:07
Inírida,23.9,96,1011,0.45,broken clouds,29/12/2025 6:16:07
Bogota,5.73,100,1020,1.54,fog,29/12/2025 7:05:13
Medellín,15.63,98,1017,1.79,mist,29/12/2025 7:11:10
Santiago de Cali,16.1,94,1014,1.03,broken clouds,29/12/2025 7:13:28
Barranquilla,25.88,83,1010,3.6,clear sky,29/12/2025 7:15:56
Cartagena,22.79,100,1010,3.58,clear sky,29/12/2025 7:15:57
Cúcuta,22.97,100,1014,1.03,fog,29/12/2025 7:15:57
Bucaramanga,19.73,88,1015,3.6,few clouds,29/12/2025 7:13:00
Pereira,18.42,77,1016,1.03,overcast clouds,29/12/2025 7:15:58
Manizales,10.81,76,1017,2.57,few clouds,29/12/2025 7:15:41
Armenia,16.2,88,1016,0.51,fog,29/12/2025 7:15:58
Santa Marta,26.64,75,1010,3.58,few clouds,29/12/2025 7:13:58
Riohacha,25.62,73,1012,3.09,broken clouds,29/12/2025 7:15:59
Valledupar,25.83,73,1012,4.63,few clouds,29/12/2025 7:15:59
Montería,23.95,100,1010,1.03,haze,29/12/2025 7:15:59
Sincelejo,22.36,91,1010,2.06,clear sky,29/12/2025 7:16:00
Neiva,20.45,67,1012,0.84,clear sky,29/12/2025 7:16:00
Florencia,22.59,94,1012,0.51,overcast clouds,29/12/2025 7:16:00
Popayán,13.39,84,1017,2,few clouds,29/12/2025 7:16:01
Pasto,9.09,82,1018,3.15,clear sky,29/12/2025 7:14:56
Mocoa,19.58,90,1015,2.4,few clouds,29/12/2025 7:16:01
Tunja,5.88,85,1020,1.58,scattered clouds,29/12/2025 7:12:01
Yopal,23.13,55,1013,1.04,scattered clouds,29/12/2025 7:16:02
Villavicencio,21.44,85,1016,2.41,scattered clouds,29/12/2025 7:16:02
Leticia,24.02,94,1013,3.58,broken clouds,29/12/2025 7:16:02
San Andrés,27.01,78,1011,4.12,scattered clouds,29/12/2025 7:15:24
Quibdó,23.99,100,1010,1.79,broken clouds,29/12/2025 7:16:03
Mitú,21.59,96,1012,0.42,overcast clouds,29/12/2025 7:16:03
Puerto Carreño,24.99,88,1011,4.63,few clouds,29/12/2025 7:15:39
Inírida,23.9,96,1012,0.45,broken clouds,29/12/2025 7:12:02
Bogota,11.08,87,1019,1.54,few clouds,29/12/2025 8:13:40
Medellín,15.75,97,1017,1.79,scattered clouds,29/12/2025 8:12:55
Santiago de Cali,18.32,94,1015,1.03,scattered clouds,29/12/2025 8:15:55
Barranquilla,26.88,78,1010,4.12,clear sky,29/12/2025 8:15:55
Cartagena,25.79,83,1011,1.34,clear sky,29/12/2025 8:13:21
Cúcuta,22.97,100,1015,1.03,fog,29/12/2025 8:15:56
Bucaramanga,21.73,73,1015,3.09,clear sky,29/12/2025 8:15:57
Pereira,18.02,80,1016,0.89,overcast clouds,29/12/2025 8:11:06
Manizales,14.6,67,1017,2.06,scattered clouds,29/12/2025 8:15:58
Armenia,15.82,88,1016,0.45,broken clouds,29/12/2025 8:15:58
Santa Marta,26.45,73,1010,6.71,few clouds,29/12/2025 8:14:05
Riohacha,25.62,73,1013,3.6,light rain,29/12/2025 8:15:59
Valledupar,26.83,69,1013,5.66,few clouds,29/12/2025 8:11:22
Montería,24.95,100,1011,1.54,few clouds,29/12/2025 8:15:59
Sincelejo,24,87,1011,3.06,clear sky,29/12/2025 8:11:38
Neiva,24.89,73,1013,1.03,clear sky,29/12/2025 8:16:00
Florencia,24.78,87,1013,0.29,clear sky,29/12/2025 8:12:05
Popayán,16.94,73,1015,0.43,scattered clouds,29/12/2025 8:11:23
Pasto,11.22,65,1017,2.24,clear sky,29/12/2025 8:16:01
Mocoa,22.09,84,1015,0.4,clear sky,29/12/2025 8:16:02
Tunja,9.22,78,1019,1.89,clear sky,29/12/2025 8:16:02
Yopal,26.74,47,1013,1.2,broken clouds,29/12/2025 8:16:02
Villavicencio,25.52,73,1015,0.62,overcast clouds,29/12/2025 8:12:25
Leticia,24.02,100,1013,3.58,broken clouds,29/12/2025 8:16:03
San Andrés,27.01,78,1012,4.12,scattered clouds,29/12/2025 8:16:03
Quibdó,23.99,100,1011,1.79,broken clouds,29/12/2025 8:16:03
Mitú,22.91,83,1013,0.63,scattered clouds,29/12/2025 8:16:04
Puerto Carreño,27.99,74,1011,3.09,scattered clouds,29/12/2025 8:16:04
Inírida,23.9,96,1012,0.45,scattered clouds,29/12/2025 8:16:04
Bogota,13.91,72,1018,1.03,few clouds,29/12/2025 9:02:32
Medellín,19.32,79,1015,1.54,broken clouds,29/12/2025 9:13:51
Santiago de Cali,19.43,83,1015,2.06,scattered clouds,29/12/2025 9:14:42
Barranquilla,28.88,70,1011,3.6,clear sky,29/12/2025 9:12:42
Cartagena,26.79,78,1011,1.34,clear sky,29/12/2025 9:11:51
Cúcuta,23.97,94,1015,1.54,broken clouds,29/12/2025 9:15:57
Bucaramanga,23.73,68,1015,2.57,few clouds,29/12/2025 9:13:20
Pereira,18.52,80,1016,0.45,overcast clouds,29/12/2025 9:15:44
Manizales,14.69,67,1016,1.85,scattered clouds,29/12/2025 9:13:08
Armenia,18.2,83,1016,0.51,scattered clouds,29/12/2025 9:13:49
Santa Marta,27.69,67,1011,6.71,few clouds,29/12/2025 9:15:59
Riohacha,25.62,73,1013,6.69,light rain,29/12/2025 9:11:00
Valledupar,27.83,69,1013,6.17,few clouds,29/12/2025 9:15:00
Montería,27.95,89,1011,1.54,few clouds,29/12/2025 9:16:00
Sincelejo,25.98,83,1011,2.95,clear sky,29/12/2025 9:16:00
Neiva,24.89,73,1014,3.09,scattered clouds,29/12/2025 9:15:29
Florencia,25.59,78,1014,1.03,scattered clouds,29/12/2025 9:12:20
Popayán,19.39,61,1014,1.11,scattered clouds,29/12/2025 9:16:01
Pasto,15.1,55,1016,1.79,clear sky,29/12/2025 9:15:14
Mocoa,25.8,76,1015,1.12,clear sky,29/12/2025 9:16:02
Tunja,11.44,69,1018,1.9,few clouds,29/12/2025 9:12:43
Yopal,28.74,43,1013,2.91,broken clouds,29/12/2025 9:16:02
Villavicencio,27.5,64,1015,1.31,broken clouds,29/12/2025 9:15:04
Leticia,26,94,1013,3.58,scattered clouds,29/12/2025 9:16:03
San Andrés,27.76,78,1013,4.63,scattered clouds,29/12/2025 9:16:03
Quibdó,23.99,100,1012,2.06,broken clouds,29/12/2025 9:16:04
Mitú,28.82,61,1013,1.12,broken clouds,29/12/2025 9:16:04
Puerto Carreño,29.99,66,1012,3.6,scattered clouds,29/12/2025 9:16:04
Inírida,27.79,83,1012,0.45,scattered clouds,29/12/2025 9:12:22
Bogota,15,67,1016,2.06,broken clouds,29/12/2025 10:10:43
Medellín,21.76,70,1014,2.57,scattered clouds,29/12/2025 10:12:39
Santiago de Cali,21.1,73,1013,1.54,few clouds,29/12/2025 10:12:21
Barranquilla,29.88,66,1011,6.69,clear sky,29/12/2025 10:15:34
Cartagena,29.79,66,1011,1.54,clear sky,29/12/2025 10:13:02
Cúcuta,25.97,78,1015,2.06,scattered clouds,29/12/2025 10:14:02
Bucaramanga,25.73,57,1015,0,few clouds,29/12/2025 10:12:22
Pereira,22.39,67,1015,2.06,broken clouds,29/12/2025 10:11:51
Manizales,16.79,68,1015,0.89,scattered clouds,29/12/2025 10:11:33
Armenia,21.07,75,1015,1.03,scattered clouds,29/12/2025 10:16:01
Santa Marta,30.09,65,1011,3.58,few clouds,29/12/2025 10:15:50
Riohacha,25.62,73,1012,6.69,light rain,29/12/2025 10:11:04
Valledupar,29.83,62,1012,6.17,few clouds,29/12/2025 10:12:22
Montería,29.95,74,1011,1.54,few clouds,29/12/2025 10:16:02
Sincelejo,27.37,75,1011,2.75,clear sky,29/12/2025 10:15:00
Neiva,24.89,73,1014,2.06,few clouds,29/12/2025 10:16:04
Florencia,26.59,78,1014,0.51,scattered clouds,29/12/2025 10:16:04
Popayán,21.39,51,1013,1.62,few clouds,29/12/2025 10:16:04
Pasto,18.99,55,1015,1.79,clear sky,29/12/2025 10:14:59
Mocoa,27.14,69,1015,1.93,clear sky,29/12/2025 10:16:05
Tunja,13.01,64,1017,2.25,few clouds,29/12/2025 10:16:05
Yopal,30.71,39,1013,3.67,scattered clouds,29/12/2025 10:16:05
Villavicencio,28.8,60,1014,1.54,broken clouds,29/12/2025 10:15:00
Leticia,26,94,1014,3.58,broken clouds,29/12/2025 10:16:06
San Andrés,28.87,74,1013,4.12,light rain,29/12/2025 10:16:06
Quibdó,23.99,100,1011,2.06,broken clouds,29/12/2025 10:16:06
Mitú,30.97,53,1012,1.66,broken clouds,29/12/2025 10:16:07
Puerto Carreño,30.99,58,1011,3.58,broken clouds,29/12/2025 10:16:07
Inírida,31.12,70,1012,0.45,broken clouds,29/12/2025 10:13:54
Bogota,14.96,65,1015,1.97,few clouds,29/12/2025 11:14:50
Medellín,23.06,66,1013,2.57,scattered clouds,29/12/2025 11:15:01
Santiago de Cali,24.99,65,1012,1.54,scattered clouds,29/12/2025 11:13:16
Barranquilla,29.88,66,1011,6.69,clear sky,29/12/2025 11:12:39
Cartagena,32.79,55,1011,1.54,clear sky,29/12/2025 11:12:04
Cúcuta,28.36,66,1015,2.07,few clouds,29/12/2025 11:15:56
Bucaramanga,27.73,54,1015,1.54,scattered clouds,29/12/2025 11:11:07
Pereira,23.56,69,1014,2.06,scattered clouds,29/12/2025 11:11:44
Manizales,17.9,68,1014,2.24,scattered clouds,29/12/2025 11:15:57
Armenia,20.62,75,1014,0.89,scattered clouds,29/12/2025 11:15:57
Santa Marta,30.09,64,1011,4.02,clear sky,29/12/2025 11:14:26
Riohacha,28.95,65,1012,6.26,broken clouds,29/12/2025 11:12:10
Valledupar,31.83,51,1012,6.69,few clouds,29/12/2025 11:11:20
Montería,30.95,66,1011,1.54,scattered clouds,29/12/2025 11:12:07
Sincelejo,29.34,67,1011,2.58,clear sky,29/12/2025 11:15:59
Neiva,24.89,73,1013,2.57,clear sky,29/12/2025 11:15:59
Florencia,27.59,74,1014,1.03,scattered clouds,29/12/2025 11:15:59
Popayán,23.22,46,1012,1.68,few clouds,29/12/2025 11:16:00
Pasto,15.09,48,1013,2,clear sky,29/12/2025 11:12:08
Mocoa,28.54,57,1014,2.27,few clouds,29/12/2025 11:16:00
Tunja,13.9,61,1016,3.11,scattered clouds,29/12/2025 11:13:59
