Ciudad,Temperatura,Humedad,Presión,Viento,Descripción,FechaHora
Cúcuta,26.97,65,1015,2.06,scattered clouds,28/12/2025 10:15:42
Bucaramanga,23.38,68,1015,2.24,few clouds,28/12/2025 10:14:02
Pereira,19.09,81,1015,1.34,broken clouds,28/12/2025 10:14:43
Manizales,16.12,77,1016,2.24,clear sky,28/12/2025 10:15:59
Armenia,19.17,80,1015,0.89,clear sky,28/12/2025 10:15:59
Santa Marta,28.3,60,1011,6.26,clear sky,28/12/2025 10:15:46
Riohacha,28.95,65,1012,7.72,scattered clouds,28/12/2025 10:16:00
Valledupar,29.83,54,1012,6.69,few clouds,28/12/2025 10:16:00
Montería,28.95,79,1011,1.54,scattered clouds,28/12/2025 10:16:01
Sincelejo,27.55,72,1011,2.16,clear sky,28/12/2025 10:15:00
Neiva,27.94,65,1014,2.06,few clouds,28/12/2025 10:16:01
Florencia,27.59,65,1014,1.54,few clouds,28/12/2025 10:16:02
Popayán,20.54,66,1014,1.98,broken clouds,28/12/2025 10:16:03
Pasto,13.09,46,1016,1.62,scattered clouds,28/12/2025 10:16:03
Mocoa,27.03,63,1014,1.56,broken clouds,28/12/2025 10:16:04
Tunja,12.95,38,1017,2.28,clear sky,28/12/2025 10:16:04
Yopal,30.78,31,1012,4.02,clear sky,28/12/2025 10:16:04
Villavicencio,29.45,46,1013,1.86,scattered clouds,28/12/2025 10:16:06
Leticia,27.01,94,1012,4.47,few clouds,28/12/2025 10:16:06
San Andrés,23.87,78,1014,4.63,scattered clouds,28/12/2025 10:16:06
Quibdó,23.99,100,1012,2.06,mist,28/12/2025 10:16:07
Mitú,22.02,86,1012,0.45,overcast clouds,28/12/2025 10:16:07
Puerto Carreño,28.99,65,1012,5.14,scattered clouds,28/12/2025 10:16:08
Inírida,25.01,70,1012,0.45,overcast clouds,28/12/2025 10:16:08
Bogota,17.73,36,1015,3.6,clear sky,28/12/2025 11:13:23
Medellín,22.95,68,1013,2.57,few clouds,28/12/2025 11:13:11
Santiago de Cali,23.88,65,1012,1.03,few clouds,28/12/2025 11:13:39
Barranquilla,30.88,58,1012,4.63,clear sky,28/12/2025 11:15:56
Cartagena,29.79,66,1011,3.58,few clouds,28/12/2025 11:11:45
Cúcuta,27.97,65,1014,3.09,few clouds,28/12/2025 11:15:56
Bucaramanga,23.38,68,1014,2.24,scattered clouds,28/12/2025 11:12:46
Pereira,24.18,66,1014,2.06,scattered clouds,28/12/2025 11:15:57
Manizales,17.79,74,1015,3.6,fog,28/12/2025 11:15:57
Armenia,20.51,73,1014,1.34,few clouds,28/12/2025 11:15:57
Santa Marta,27.81,67,1011,6.26,few clouds,28/12/2025 11:15:58
Riohacha,28.95,65,1011,7.6,scattered clouds,28/12/2025 11:15:58
Valledupar,30.83,51,1012,5.66,few clouds,28/12/2025 11:15:58
Montería,31.95,62,1011,1.03,scattered clouds,28/12/2025 11:15:59
Sincelejo,28.51,68,1011,1.79,clear sky,28/12/2025 11:14:54
Neiva,29.94,54,1014,2.06,few clouds,28/12/2025 11:15:59
Florencia,29.59,58,1013,1.03,few clouds,28/12/2025 11:16:00
Popayán,22.05,60,1013,2.55,broken clouds,28/12/2025 11:16:00
Pasto,15.09,44,1014,1.53,scattered clouds,28/12/2025 11:16:01
Mocoa,28.13,57,1013,1.91,broken clouds,28/12/2025 11:16:01
Tunja,14.31,35,1016,2.66,clear sky,28/12/2025 11:11:46
Yopal,31.81,30,1011,4.14,clear sky,28/12/2025 11:16:01
Villavicencio,30.72,40,1013,2.3,scattered clouds,28/12/2025 11:11:58
Leticia,28.99,89,1012,4.47,scattered clouds,28/12/2025 11:15:03
San Andrés,27.2,74,1014,5.66,scattered clouds,28/12/2025 11:16:02
Quibdó,26.77,78,1011,2.06,scattered clouds,28/12/2025 11:16:03
Mitú,22.64,92,1012,0.93,overcast clouds,28/12/2025 11:15:39
Puerto Carreño,29.99,62,1011,5.14,scattered clouds,28/12/2025 11:16:03
Inírida,25.01,70,1012,0.45,overcast clouds,28/12/2025 11:16:03
Bogota,16.37,36,1014,2.12,clear sky,28/12/2025 12:04:06
Medellín,22.89,68,1012,2.24,scattered clouds,28/12/2025 12:14:14
Santiago de Cali,26.1,61,1011,2.06,scattered clouds,28/12/2025 12:11:51
Barranquilla,30.88,58,1011,4.12,clear sky,28/12/2025 12:15:13
Cartagena,29.79,66,1010,4.63,few clouds,28/12/2025 12:12:04
Cúcuta,28.97,58,1013,4.63,few clouds,28/12/2025 12:15:00
Bucaramanga,26.72,61,1013,2.06,scattered clouds,28/12/2025 12:14:53
Pereira,24.42,65,1013,3.09,scattered clouds,28/12/2025 12:15:57
Manizales,17.11,75,1014,3.58,few clouds,28/12/2025 12:15:57
Armenia,20.27,71,1013,1.34,few clouds,28/12/2025 12:15:58
Santa Marta,27.19,73,1011,6.26,clear sky,28/12/2025 12:15:58
Riohacha,28.95,65,1010,7.6,scattered clouds,28/12/2025 12:13:10
Valledupar,32.83,43,1011,5.66,few clouds,28/12/2025 12:13:16
Montería,31.95,55,1010,1.03,scattered clouds,28/12/2025 12:15:59
Sincelejo,30.27,60,1010,1.35,clear sky,28/12/2025 12:15:59
Neiva,30.94,51,1012,3.09,few clouds,28/12/2025 12:13:05
Florencia,31.59,51,1012,2.06,few clouds,28/12/2025 12:16:00
Popayán,22.83,58,1012,2.09,broken clouds,28/12/2025 12:15:25
Pasto,16.09,43,1013,1.62,scattered clouds,28/12/2025 12:16:00
Mocoa,28.9,50,1012,2.02,scattered clouds,28/12/2025 12:16:01
Tunja,15.24,35,1015,2.96,clear sky,28/12/2025 12:11:51
Yopal,32.69,29,1010,4.01,clear sky,28/12/2025 12:16:01
Villavicencio,31.28,37,1012,2.55,scattered clouds,28/12/2025 12:11:58
Leticia,28.02,89,1011,2.57,scattered clouds,28/12/2025 12:16:02
San Andrés,26.65,74,1013,4.92,scattered clouds,28/12/2025 12:16:02
Quibdó,26.77,78,1010,1.79,scattered clouds,28/12/2025 12:16:03
Mitú,22.02,90,1011,0.55,overcast clouds,28/12/2025 12:16:03
Puerto Carreño,29.99,66,1010,5.14,scattered clouds,28/12/2025 12:14:57
Inírida,30.01,59,1010,0.26,overcast clouds,28/12/2025 12:16:03
Bogota,19.5,37,1013,4.63,few clouds,28/12/2025 13:14:00
Medellín,23.32,64,1011,2.24,scattered clouds,28/12/2025 13:14:18
Santiago de Cali,25.55,54,1010,1.54,scattered clouds,28/12/2025 13:09:31
Barranquilla,30.88,58,1010,5.14,clear sky,28/12/2025 13:15:41
Cartagena,29.79,66,1009,4.63,few clouds,28/12/2025 13:02:16
Cúcuta,29.97,58,1012,4.63,scattered clouds,28/12/2025 13:15:56
Bucaramanga,26.72,61,1013,3.09,scattered clouds,28/12/2025 13:15:57
Pereira,23.4,64,1011,2.24,scattered clouds,28/12/2025 13:11:44
Manizales,17.96,75,1013,3.6,scattered clouds,28/12/2025 13:15:57
Armenia,21.13,69,1012,2.24,few clouds,28/12/2025 13:15:58
Santa Marta,31.2,59,1009,4.02,few clouds,28/12/2025 13:15:58
Riohacha,28.95,65,1009,7.72,scattered clouds,28/12/2025 13:12:11
Valledupar,33.83,38,1010,4.63,few clouds,28/12/2025 13:15:00
Montería,32.95,52,1009,1.03,scattered clouds,28/12/2025 13:15:59
Sincelejo,30.65,55,1009,0.83,clear sky,28/12/2025 13:15:00
Neiva,30.94,48,1011,3.6,few clouds,28/12/2025 13:13:28
Florencia,32.59,49,1011,3.6,few clouds,28/12/2025 13:15:59
Popayán,23.37,59,1011,1.9,broken clouds,28/12/2025 13:16:00
Pasto,17.33,46,1012,1.34,light rain,28/12/2025 13:15:00
Mocoa,29.23,45,1012,2.21,scattered clouds,28/12/2025 13:16:00
Tunja,15.78,34,1013,2.71,clear sky,28/12/2025 13:16:00
Yopal,33.22,28,1009,3.4,clear sky,28/12/2025 13:16:01
Villavicencio,31.67,37,1010,2.33,few clouds,28/12/2025 13:16:01
Leticia,29.03,89,1011,2.57,scattered clouds,28/12/2025 13:16:01
San Andrés,31.01,66,1013,4.63,scattered clouds,28/12/2025 13:13:40
Quibdó,26.77,78,1010,1.79,broken clouds,28/12/2025 13:12:12
Mitú,23.01,87,1010,0.75,overcast clouds,28/12/2025 13:12:40
Puerto Carreño,30.99,58,1008,5.66,scattered clouds,28/12/2025 13:16:02
Inírida,33.34,50,1009,0.45,broken clouds,28/12/2025 13:16:02
Bogota,18.45,42,1011,4.12,broken clouds,28/12/2025 14:14:02
Medellín,24.51,57,1010,5.14,few clouds,28/12/2025 14:15:29
Santiago de Cali,26.1,54,1008,2.57,few clouds,28/12/2025 14:12:30
Barranquilla,29.88,66,1009,5.14,clear sky,28/12/2025 14:10:58
Cartagena,31.79,58,1008,6.69,few clouds,28/12/2025 14:15:57
Cúcuta,29.97,54,1010,4.63,scattered clouds,28/12/2025 14:12:27
Bucaramanga,26.72,61,1012,2.57,scattered clouds,28/12/2025 14:15:57
Pereira,24.12,63,1010,2.57,scattered clouds,28/12/2025 14:15:00
Manizales,17.34,75,1012,3.58,clear sky,28/12/2025 14:14:11
Armenia,21.19,69,1011,2.24,broken clouds,28/12/2025 14:11:35
Santa Marta,30.53,59,1008,5.81,clear sky,28/12/2025 14:11:35
Riohacha,28.95,65,1008,7.6,scattered clouds,28/12/2025 14:16:00
Valledupar,34.83,34,1008,3.6,scattered clouds,28/12/2025 14:12:41
Montería,31.95,58,1008,1.54,scattered clouds,28/12/2025 14:16:01
Sincelejo,31.6,51,1007,1.3,clear sky,28/12/2025 14:16:01
Neiva,31.94,45,1010,3.6,few clouds,28/12/2025 14:14:36
Florencia,33.59,46,1010,2.57,scattered clouds,28/12/2025 14:16:02
Popayán,21.9,75,1011,1.93,few clouds,28/12/2025 14:16:03
Pasto,20.1,46,1011,1.34,light rain,28/12/2025 14:16:03
Mocoa,29.55,47,1009,2.27,clear sky,28/12/2025 14:16:03
Tunja,16.19,35,1012,2.91,clear sky,28/12/2025 14:14:29
Yopal,33.3,28,1007,2.99,clear sky,28/12/2025 14:16:04
Villavicencio,32.27,38,1009,1.67,clear sky,28/12/2025 14:16:04
Leticia,30,79,1009,2.57,scattered clouds,28/12/2025 14:16:05
San Andrés,30.01,70,1012,4.63,scattered clouds,28/12/2025 14:12:30
Quibdó,26.77,78,1009,1.79,broken clouds,28/12/2025 14:16:06
Mitú,27.58,65,1008,1.37,overcast clouds,28/12/2025 14:16:06
Puerto Carreño,32.99,52,1007,4.63,scattered clouds,28/12/2025 14:16:07
Inírida,33.34,50,1007,0.45,few clouds,28/12/2025 14:16:07
Bogota,18.45,42,1010,2.57,broken clouds,28/12/2025 15:11:16
Medellín,24.47,55,1009,4.92,few clouds,28/12/2025 15:11:18
Santiago de Cali,30,48,1008,3.09,scattered clouds,28/12/2025 15:10:58
Barranquilla,29.88,66,1008,4.63,clear sky,28/12/2025 15:12:01
Cartagena,30.79,62,1007,7.2,few clouds,28/12/2025 15:15:57
Cúcuta,27.97,61,1010,4.12,scattered clouds,28/12/2025 15:13:25
Bucaramanga,26.72,61,1011,2.57,scattered clouds,28/12/2025 15:15:57
Pereira,23.87,64,1010,2.24,few clouds,28/12/2025 15:15:57
Manizales,16.56,73,1011,3.58,clear sky,28/12/2025 15:15:58
Armenia,21.16,69,1010,2.24,broken clouds,28/12/2025 15:15:58
Santa Marta,28.3,60,1007,5.81,clear sky,28/12/2025 15:11:35
Riohacha,28.95,65,1008,7.6,few clouds,28/12/2025 15:12:20
Valledupar,34.83,34,1007,4.12,scattered clouds,28/12/2025 15:15:59
Montería,33.95,49,1007,1.03,scattered clouds,28/12/2025 15:16:00
Sincelejo,31.4,54,1007,1.5,few clouds,28/12/2025 15:15:00
Neiva,32.94,40,1009,3.09,few clouds,28/12/2025 15:16:00
Florencia,33.59,40,1008,2.57,few clouds,28/12/2025 15:16:00
Popayán,21.54,80,1010,1.64,scattered clouds,28/12/2025 15:16:01
Pasto,20.1,66,1011,0.45,light rain,28/12/2025 15:13:24
Mocoa,28.6,50,1009,2.3,clear sky,28/12/2025 15:16:01
Tunja,16.19,37,1011,3.22,clear sky,28/12/2025 15:16:02
Yopal,33.28,27,1006,2.71,clear sky,28/12/2025 15:16:02
Villavicencio,32.4,40,1008,1.61,clear sky,28/12/2025 15:15:00
Leticia,31.03,79,1008,2.06,thunderstorm,28/12/2025 15:16:03
San Andrés,26.65,70,1011,4.47,scattered clouds,28/12/2025 15:16:03
Quibdó,26.77,78,1008,2.06,broken clouds,28/12/2025 15:16:04
Mitú,27.55,56,1007,1.42,overcast clouds,28/12/2025 15:16:04
Puerto Carreño,31.99,55,1007,4.63,scattered clouds,28/12/2025 15:16:04
Inírida,33.34,50,1007,0.45,few clouds,28/12/2025 15:16:04
Bogota,18.45,50,1011,3.09,broken clouds,28/12/2025 16:10:55
Medellín,24.03,54,1010,4.92,few clouds,28/12/2025 16:12:37
Santiago de Cali,30,51,1008,5.14,few clouds,28/12/2025 16:13:29
Barranquilla,28.88,70,1008,5.14,clear sky,28/12/2025 16:15:56
Cartagena,30.79,62,1007,4.63,few clouds,28/12/2025 16:11:36
Cúcuta,28.97,58,1010,4.63,scattered clouds,28/12/2025 16:14:59
Bucaramanga,26.72,61,1011,6.69,scattered clouds,28/12/2025 16:14:40
Pereira,22.5,67,1010,2.24,scattered clouds,28/12/2025 16:12:51
Manizales,15.56,71,1011,3.58,clear sky,28/12/2025 16:15:57
Armenia,20.81,69,1010,2.24,scattered clouds,28/12/2025 16:15:57
Santa Marta,30.5,63,1007,5.36,few clouds,28/12/2025 16:15:57
Riohacha,28.95,65,1008,7.6,few clouds,28/12/2025 16:15:58
Valledupar,34.83,34,1005,3.09,scattered clouds,28/12/2025 16:11:56
Montería,31.95,62,1007,3.6,scattered clouds,28/12/2025 16:15:54
Sincelejo,29.39,56,1007,2.67,few clouds,28/12/2025 16:15:58
Neiva,32.94,38,1007,3.6,few clouds,28/12/2025 16:15:58
Florencia,33.59,43,1008,1.03,few clouds,28/12/2025 16:15:59
Popayán,21.23,81,1010,1.4,scattered clouds,28/12/2025 16:12:37
Pasto,17.88,75,1012,0.45,light rain,28/12/2025 16:13:32
Mocoa,27.71,53,1008,2.08,clear sky,28/12/2025 16:16:00
Tunja,15.35,42,1012,3.59,clear sky,28/12/2025 16:11:22
Yopal,32.74,27,1007,2.55,clear sky,28/12/2025 16:16:00
Villavicencio,31.68,43,1008,1.39,clear sky,28/12/2025 16:16:01
Leticia,25.03,83,1008,3.6,thunderstorm with light rain,28/12/2025 16:16:01
San Andrés,27.76,66,1010,4.12,scattered clouds,28/12/2025 16:16:01
Quibdó,26.77,78,1008,1.79,broken clouds,28/12/2025 16:16:01
Mitú,24.92,69,1008,0.41,overcast clouds,28/12/2025 16:16:02
Puerto Carreño,31.99,55,1007,5.14,scattered clouds,28/12/2025 16:12:28
Inírida,29.45,57,1007,0.45,scattered clouds,28/12/2025 16:16:02
Bogota,18.45,52,1012,3.09,broken clouds,28/12/2025 17:03:40
Medellín,23.12,53,1011,4.92,few clouds,28/12/2025 17:12:18
Santiago de Cali,28,57,1009,5.66,scattered clouds,28/12/2025 17:14:45
Barranquilla,27.88,74,1008,6.69,clear sky,28/12/2025 17:15:57
Cartagena,29.79,70,1008,3.6,few clouds,28/12/2025 17:14:03
Cúcuta,27.97,61,1010,4.47,scattered clouds,28/12/2025 17:15:18
Bucaramanga,24.49,69,1011,7.72,few clouds,28/12/2025 17:15:58
Pereira,21,67,1011,2.24,scattered clouds,28/12/2025 17:13:44
Manizales,15.13,68,1012,3.58,few clouds,28/12/2025 17:15:58
Armenia,20.26,69,1011,2.24,scattered clouds,28/12/2025 17:15:58
Santa Marta,27.75,64,1008,6.26,clear sky,28/12/2025 17:15:59
Riohacha,28.95,65,1009,7.6,few clouds,28/12/2025 17:15:59
Valledupar,34.83,36,1007,5.14,scattered clouds,28/12/2025 17:15:59
Montería,31.95,62,1007,3.09,scattered clouds,28/12/2025 17:16:00
Sincelejo,28.51,72,1007,4.43,clear sky,28/12/2025 17:12:38
Neiva,32.94,35,1008,3.09,clear sky,28/12/2025 17:14:32
Florencia,32.59,49,1008,1.03,few clouds,28/12/2025 17:16:01
Popayán,20.53,83,1011,1.12,scattered clouds,28/12/2025 17:16:01
Pasto,15.09,78,1013,0.83,light rain,28/12/2025 17:15:40
Mocoa,26.43,58,1009,1.38,clear sky,28/12/2025 17:16:02
Tunja,13.89,58,1013,2.26,clear sky,28/12/2025 17:16:02
Yopal,31.03,34,1007,2.13,clear sky,28/12/2025 17:16:02
Villavicencio,30.56,54,1009,0.58,clear sky,28/12/2025 17:13:13
Leticia,25.03,88,1008,3.58,broken clouds,28/12/2025 17:16:03
San Andrés,24.98,66,1010,4.12,few clouds,28/12/2025 17:16:03
Quibdó,26.77,78,1008,1.79,broken clouds,28/12/2025 17:11:07
Mitú,21.47,69,1009,0.5,overcast clouds,28/12/2025 17:16:04
Puerto Carreño,31.99,58,1007,4.92,scattered clouds,28/12/2025 17:16:04
Inírida,29.45,57,1007,0.45,light rain,28/12/2025 17:16:05
Bogota,14.5,82,1015,4.12,broken clouds,28/12/2025 18:11:16
Medellín,19.96,68,1013,1.79,scattered clouds,28/12/2025 18:12:01
Santiago de Cali,26,61,1010,4.63,few clouds,28/12/2025 18:15:00
Barranquilla,26.88,83,1008,5.14,few clouds,28/12/2025 18:11:12
Cartagena,27.79,74,1008,3.6,clear sky,28/12/2025 18:15:56
Cúcuta,26.97,65,1012,2.57,scattered clouds,28/12/2025 18:15:00
Bucaramanga,23.38,73,1012,7.6,few clouds,28/12/2025 18:11:13
Pereira,19.49,67,1012,2.24,scattered clouds,28/12/2025 18:15:57
Manizales,12.11,68,1013,3.58,scattered clouds,28/12/2025 18:15:57
Armenia,19.68,69,1012,2.24,scattered clouds,28/12/2025 18:15:57
Santa Marta,28,70,1008,6.71,few clouds,28/12/2025 18:11:01
Riohacha,28.95,65,1010,7.6,clear sky,28/12/2025 18:11:31
Valledupar,32.83,40,1008,5.14,scattered clouds,28/12/2025 18:15:59
Montería,29.95,70,1008,3.6,scattered clouds,28/12/2025 18:15:59
Sincelejo,26.67,80,1008,5.26,clear sky,28/12/2025 18:15:59
Neiva,31.94,37,1007,2.06,clear sky,28/12/2025 18:15:59
Florencia,30.59,55,1008,1.03,clear sky,28/12/2025 18:15:59
Popayán,17.72,90,1012,0.71,scattered clouds,28/12/2025 18:15:41
Pasto,12.09,90,1014,0.83,light rain,28/12/2025 18:16:00
Mocoa,23.63,72,1010,0.62,clear sky,28/12/2025 18:11:26
Tunja,10.48,76,1016,2.03,clear sky,28/12/2025 18:12:42
Yopal,26.94,43,1008,1.64,clear sky,28/12/2025 18:16:02
Villavicencio,27.7,61,1010,2.43,clear sky,28/12/2025 18:11:36
Leticia,25.03,88,1009,3.58,scattered clouds,28/12/2025 18:13:03
San Andrés,26.65,70,1011,4.12,light rain,28/12/2025 18:13:29
Quibdó,27.19,89,1009,2.06,broken clouds,28/12/2025 18:16:03
Mitú,21.47,95,1009,0.89,overcast clouds,28/12/2025 18:16:03
Puerto Carreño,29.99,66,1008,2.57,scattered clouds,28/12/2025 18:16:03
Inírida,27.79,66,1008,0.45,broken clouds,28/12/2025 18:16:03
Bogota,14.73,82,1016,4.12,broken clouds,28/12/2025 19:02:49
Medellín,18.5,73,1014,2.06,few clouds,28/12/2025 19:15:16
Santiago de Cali,24,69,1011,3.09,scattered clouds,28/12/2025 19:09:38
Barranquilla,26.88,78,1008,4.12,clear sky,28/12/2025 19:15:41
Cartagena,26.79,83,1009,3.6,clear sky,28/12/2025 19:15:23
Cúcuta,25.97,69,1012,2.24,broken clouds,28/12/2025 19:12:47
Bucaramanga,23.38,73,1013,7.6,scattered clouds,28/12/2025 19:15:57
Pereira,18.98,67,1013,2.24,scattered clouds,28/12/2025 19:15:58
Manizales,10.69,68,1015,3.58,scattered clouds,28/12/2025 19:12:34
Armenia,19.13,69,1013,2.24,scattered clouds,28/12/2025 19:11:03
Santa Marta,28,70,1009,8.94,few clouds,28/12/2025 19:11:35
Riohacha,28.95,65,1011,7.6,few clouds,28/12/2025 19:16:00
Valledupar,30.83,48,1009,5.14,scattered clouds,28/12/2025 19:16:00
Montería,26.95,83,1008,2.06,scattered clouds,28/12/2025 19:14:40
Sincelejo,25.77,84,1009,4.81,clear sky,28/12/2025 19:16:00
Neiva,29.94,45,1008,1.03,clear sky,28/12/2025 19:14:32
Florencia,28.59,61,1009,1.54,clear sky,28/12/2025 19:16:01
Popayán,16.13,93,1014,1.73,scattered clouds,28/12/2025 19:15:26
Pasto,13.44,98,1014,0.45,light rain,28/12/2025 19:16:02
Mocoa,22.34,80,1011,2.29,clear sky,28/12/2025 19:16:02
Tunja,8.83,87,1018,2.1,clear sky,28/12/2025 19:12:52
Yopal,25.88,46,1009,1.21,clear sky,28/12/2025 19:16:03
Villavicencio,25.63,70,1011,3.29,clear sky,28/12/2025 19:14:50
Leticia,25.03,94,1010,3.58,moderate rain,28/12/2025 19:16:03
San Andrés,27.2,74,1011,3.58,light rain,28/12/2025 19:16:03
Quibdó,26.19,89,1010,2.57,light rain,28/12/2025 19:16:03
Mitú,21.47,95,1010,0.89,overcast clouds,28/12/2025 19:16:04
Puerto Carreño,28.99,70,1009,3.6,clear sky,28/12/2025 19:16:04
Inírida,26.68,73,1008,0.45,broken clouds,28/12/2025 19:16:04
Bogota,11.36,94,1019,2.06,few clouds,28/12/2025 20:15:54
Medellín,17.81,75,1015,1.79,few clouds,28/12/2025 20:15:02
Santiago de Cali,24,69,1013,4.12,few clouds,28/12/2025 20:06:52
Barranquilla,26.88,78,1009,6.17,clear sky,28/12/2025 20:15:55
Cartagena,26.79,83,1010,4.12,clear sky,28/12/2025 20:12:45
Cúcuta,24.97,73,1013,0.51,scattered clouds,28/12/2025 20:15:56
Bucaramanga,20.73,94,1014,3.09,broken clouds,28/12/2025 20:15:56
Pereira,18.31,67,1014,2.24,broken clouds,28/12/2025 20:15:56
Manizales,9.74,68,1016,3.58,clear sky,28/12/2025 20:15:56
Armenia,17.33,68,1014,2.24,few clouds,28/12/2025 20:11:08
Santa Marta,27.87,72,1010,8.94,few clouds,28/12/2025 20:12:45
Riohacha,28.95,65,1012,7.6,clear sky,28/12/2025 20:15:57
Valledupar,28.83,54,1010,5.66,few clouds,28/12/2025 20:15:58
Montería,26.95,83,1009,1.03,scattered clouds,28/12/2025 20:12:08
Sincelejo,25.19,87,1010,4,overcast clouds,28/12/2025 20:15:58
Neiva,26.94,57,1009,1.03,scattered clouds,28/12/2025 20:15:59
Florencia,26.59,69,1010,1.03,few clouds,28/12/2025 20:12:04
Popayán,15.15,92,1016,2.21,few clouds,28/12/2025 20:13:36
Pasto,12.33,94,1018,2.24,few clouds,28/12/2025 20:12:58
Mocoa,21.72,85,1012,2.26,clear sky,28/12/2025 20:15:46
Tunja,7.84,92,1020,2.05,clear sky,28/12/2025 20:16:00
Yopal,24.3,54,1011,1.13,scattered clouds,28/12/2025 20:16:00
Villavicencio,24.52,74,1013,3.48,clear sky,28/12/2025 20:15:28
Leticia,25.03,94,1010,3.58,broken clouds,28/12/2025 20:16:01
San Andrés,27.76,74,1012,3.6,clear sky,28/12/2025 20:16:01
Quibdó,24.19,100,1010,1.54,light rain,28/12/2025 20:16:02
Mitú,20.25,98,1012,0.89,overcast clouds,28/12/2025 20:16:02
Puerto Carreño,27.99,74,1010,3.09,clear sky,28/12/2025 20:16:02
Inírida,25.01,84,1010,0.45,overcast clouds,28/12/2025 20:16:03
Bogota,11.36,94,1020,2.06,few clouds,28/12/2025 21:05:03
Medellín,17.85,85,1016,1.79,few clouds,28/12/2025 21:13:18
Santiago de Cali,21.66,78,1014,3.09,scattered clouds,28/12/2025 21:11:07
Barranquilla,26.88,78,1010,6.69,clear sky,28/12/2025 21:15:56
Cartagena,26.79,83,1010,3.58,clear sky,28/12/2025 21:13:56
Cúcuta,23.97,83,1014,0.51,scattered clouds,28/12/2025 21:15:57
Bucaramanga,20.73,77,1015,0.51,broken clouds,28/12/2025 21:15:10
Pereira,17.29,67,1015,2.24,broken clouds,28/12/2025 21:15:57
Manizales,9.21,69,1017,2.24,clear sky,28/12/2025 21:15:57
Armenia,16.97,68,1016,2.24,few clouds,28/12/2025 21:15:59
Santa Marta,27.87,72,1010,8.94,few clouds,28/12/2025 21:16:00
Riohacha,27.84,69,1013,3.6,clear sky,28/12/2025 21:16:00
Valledupar,27.83,61,1011,6.17,scattered clouds,28/12/2025 21:15:00
Montería,25.95,89,1010,1.03,scattered clouds,28/12/2025 21:16:01
Sincelejo,24.67,87,1010,3.38,overcast clouds,28/12/2025 21:15:00
Neiva,27.69,58,1010,1.73,few clouds,28/12/2025 21:16:01
Florencia,24.59,88,1011,1.03,clear sky,28/12/2025 21:16:01
Popayán,14.43,92,1017,2.3,scattered clouds,28/12/2025 21:16:02
Pasto,11.09,94,1019,2.66,few clouds,28/12/2025 21:15:24
Mocoa,21.24,86,1013,2.49,clear sky,28/12/2025 21:16:02
Tunja,7.44,94,1021,1.98,scattered clouds,28/12/2025 21:16:03
Yopal,23.34,59,1012,1.45,few clouds,28/12/2025 21:16:03
Villavicencio,24.11,75,1014,3.49,clear sky,28/12/2025 21:15:30
Leticia,25.03,94,1011,3.58,overcast clouds,28/12/2025 21:15:42
San Andrés,24.42,74,1013,3.58,clear sky,28/12/2025 21:16:04
Quibdó,23.99,100,1011,2.06,light rain,28/12/2025 21:16:04
Mitú,19.72,98,1012,0.53,overcast clouds,28/12/2025 21:16:04
Puerto Carreño,26.99,78,1010,2.57,clear sky,28/12/2025 21:16:05
Inírida,25.01,84,1011,0.45,overcast clouds,28/12/2025 21:16:05
Bogota,9.87,94,1020,0.51,clear sky,28/12/2025 22:14:56
Medellín,17.82,92,1016,1.79,scattered clouds,28/12/2025 22:15:19
Santiago de Cali,17.77,78,1014,4.12,clear sky,28/12/2025 22:13:22
Barranquilla,26.88,78,1010,5.66,clear sky,28/12/2025 22:13:29
Cartagena,25.79,83,1010,3.58,clear sky,28/12/2025 22:15:56
Cúcuta,23.97,78,1015,1.03,scattered clouds,28/12/2025 22:15:00
Bucaramanga,21.73,83,1015,1.54,broken clouds,28/12/2025 22:15:57
Pereira,16.2,67,1016,2.24,broken clouds,28/12/2025 22:14:00
Manizales,8.91,69,1018,2.24,clear sky,28/12/2025 22:15:10
Armenia,16.36,68,1017,2.24,few clouds,28/12/2025 22:15:58
Santa Marta,28,69,1010,8.94,few clouds,28/12/2025 22:15:58
Riohacha,27.84,69,1013,3.58,clear sky,28/12/2025 22:15:58
Valledupar,27.83,61,1012,6.17,clear sky,28/12/2025 22:15:58
Montería,25.95,89,1011,0.51,scattered clouds,28/12/2025 22:14:48
Sincelejo,23.97,89,1011,2.97,overcast clouds,28/12/2025 22:15:59
Neiva,26.74,60,1012,1.69,few clouds,28/12/2025 22:15:12
Florencia,24.59,83,1012,1.54,overcast clouds,28/12/2025 22:15:59
Popayán,13.85,92,1018,2.42,scattered clouds,28/12/2025 22:16:00
Pasto,11.09,94,1020,2.85,scattered clouds,28/12/2025 22:16:00
Mocoa,20.54,88,1015,2.61,clear sky,28/12/2025 22:13:50
Tunja,7.29,94,1021,1.67,scattered clouds,28/12/2025 22:16:00
Yopal,22.79,61,1012,1.81,few clouds,28/12/2025 22:16:01
Villavicencio,23.77,81,1015,2.07,clear sky,28/12/2025 22:16:01
Leticia,25.03,94,1012,3.58,overcast clouds,28/12/2025 22:16:01
San Andrés,25.54,78,1013,2.57,clear sky,28/12/2025 22:16:02
Quibdó,23.99,100,1012,1.79,broken clouds,28/12/2025 22:16:02
Mitú,18.59,98,1012,0.61,overcast clouds,28/12/2025 22:16:02
Puerto Carreño,26.99,78,1011,2.24,clear sky,28/12/2025 22:16:02
